data_prevista;data_entrega;valor_frete;UF_origem;UF_destino;transportadora;tipo_veiculo;status_entrega;dias_atraso
2025-03-07;2025-03-10;958.26;MS;SC;TransRápido;VUC;entregue;3
2025-03-28;2025-03-27;2574.28;GO;BA;FreteCerto;Truck;adiantada;-1
2025-04-10;2025-04-10;1297.35;RS;GO;LogMais;VUC;entregue;0
2025-04-16;2025-04-16;1357.97;RJ;BA;FreteCerto;3/4;entregue;0
2025-04-08;2025-04-07;3167.75;MG;SP;FreteCerto;VUC;adiantada;-1
2025-03-01;2025-03-02;1105.22;SP;MS;LogMais;VUC;entregue;1
2025-04-20;2025-04-22;2710.57;MT;MG;LogMais;VUC;entregue;2
2025-03-22;2025-03-22;1606.45;BA;SC;FreteCerto;Truck;entregue;0
2025-03-08;2025-03-11;3657.6;SP;SC;TransRápido;3/4;entregue;3
2025-03-13;2025-03-14;3886.0;MT;SC;CargaJá;Truck;entregue;1
2025-03-01;2025-03-01;1782.18;MS;SP;LogMais;3/4;entregue;0
2025-03-29;2025-03-29;2096.43;MT;SC;FreteCerto;VUC;entregue;0
2025-04-13;2025-04-13;1296.64;ES;BA;FreteCerto;VUC;entregue;0
2025-03-11;2025-03-11;1060.73;RS;MT;CargaJá;VUC;entregue;0
2025-03-21;2025-03-22;1839.53;PR;GO;CargaJá;VUC;entregue;1
2025-03-21;2025-03-21;3159.26;BA;GO;LogMais;3/4;entregue;0
2025-03-18;2025-03-18;1185.38;GO;BA;FreteCerto;Truck;entregue;0
2025-04-01;2025-04-01;1667.92;PE;SP;CargaJá;Truck;entregue;0
2025-03-12;2025-03-12;1574.64;PR;RS;TransRápido;VUC;entregue;0
2025-02-27;2025-03-02;3094.39;SP;ES;FreteCerto;3/4;entregue;3
2025-03-02;2025-03-02;2543.75;PE;BA;LogMais;Carreta;entregue;0
2025-04-10;2025-04-13;3580.0;MT;RS;FreteCerto;VUC;entregue;3
2025-02-25;2025-02-28;2829.06;MG;PE;LogMais;VUC;entregue;3
2025-04-22;2025-04-22;3198.34;PE;SC;CargaJá;Truck;entregue;0
2025-04-17;2025-04-17;3755.7;GO;MS;FreteCerto;Truck;entregue;0
2025-03-19;2025-03-22;3893.59;BA;MS;LogMais;3/4;entregue;3
2025-04-18;2025-04-17;3569.46;ES;RS;LogMais;Carreta;adiantada;-1
2025-04-11;2025-04-10;3874.02;SP;RJ;LogMais;Truck;adiantada;-1
2025-03-09;2025-03-11;3638.35;PE;BA;TransRápido;VUC;entregue;2
2025-04-07;2025-04-07;2791.33;SC;BA;LogMais;Carreta;entregue;0
2025-03-01;2025-03-04;3515.89;MG;BA;FreteCerto;3/4;entregue;3
2025-04-09;2025-04-11;2768.6;GO;BA;FreteCerto;3/4;entregue;2
2025-03-26;2025-03-25;986.4;RS;PR;TransRápido;VUC;adiantada;-1
2025-03-26;2025-03-26;2731.84;BA;SC;LogMais;3/4;entregue;0
2025-03-04;2025-03-04;3398.2;GO;SP;CargaJá;3/4;entregue;0
2025-04-08;2025-04-10;2735.64;MG;SC;FreteCerto;Truck;entregue;2
2025-04-14;2025-04-14;1189.32;MG;GO;CargaJá;Truck;entregue;0
2025-03-14;2025-03-16;3909.8;MS;SP;FreteCerto;Truck;entregue;2
2025-03-31;2025-04-01;3738.52;SC;PR;LogMais;3/4;entregue;1
2025-04-08;2025-04-08;2502.64;MS;BA;CargaJá;Carreta;entregue;0
2025-03-24;2025-03-27;2534.92;MS;RS;LogMais;Truck;entregue;3
2025-03-30;2025-04-02;3672.28;MG;PE;TransRápido;Carreta;entregue;3
2025-03-09;2025-03-09;1335.46;PE;MG;TransRápido;3/4;entregue;0
2025-03-31;2025-03-30;2050.56;RJ;PE;LogMais;Carreta;adiantada;-1
2025-04-03;2025-04-03;2268.69;GO;MT;TransRápido;Truck;entregue;0
2025-04-13;2025-04-15;1119.41;BA;SP;TransRápido;Carreta;entregue;2
2025-03-14;2025-03-15;2440.85;PR;RJ;TransRápido;Carreta;entregue;1
2025-03-29;2025-03-28;2486.92;SP;PR;CargaJá;3/4;adiantada;-1
2025-04-14;2025-04-15;2886.9;PE;ES;FreteCerto;VUC;entregue;1
2025-03-15;2025-03-17;3068.43;SC;GO;TransRápido;VUC;entregue;2
2025-03-17;2025-03-17;2500.56;RJ;PE;FreteCerto;VUC;entregue;0
2025-03-24;2025-03-23;2279.57;MG;RJ;FreteCerto;Carreta;adiantada;-1
2025-03-17;2025-03-17;3899.56;MT;SC;CargaJá;VUC;entregue;0
2025-04-16;2025-04-16;3730.86;RS;ES;FreteCerto;VUC;entregue;0
2025-03-07;2025-03-10;1963.34;PR;MS;LogMais;3/4;entregue;3
2025-04-12;2025-04-12;3457.53;MG;PR;CargaJá;3/4;entregue;0
2025-03-23;2025-03-23;3899.09;SC;MG;CargaJá;3/4;entregue;0
2025-04-02;2025-04-03;1705.41;PR;RS;TransRápido;VUC;entregue;1
2025-04-05;2025-04-05;2767.98;BA;SC;FreteCerto;VUC;entregue;0
2025-03-05;2025-03-05;2198.83;SP;SC;TransRápido;Carreta;entregue;0
2025-04-06;2025-04-05;3692.81;SP;GO;CargaJá;Truck;adiantada;-1
2025-03-25;2025-03-25;3276.45;BA;RJ;FreteCerto;VUC;entregue;0
2025-03-18;2025-03-20;1377.93;SP;ES;CargaJá;Carreta;entregue;2
2025-03-27;2025-03-27;3110.51;PE;MS;LogMais;Truck;entregue;0
2025-03-24;2025-03-23;2248.36;SC;MT;TransRápido;VUC;adiantada;-1
2025-04-14;2025-04-14;3957.08;PE;PR;TransRápido;Truck;entregue;0
2025-04-04;2025-04-07;1757.77;RJ;PR;CargaJá;3/4;entregue;3
2025-04-15;2025-04-15;1838.49;MS;MT;CargaJá;Truck;entregue;0
2025-04-17;2025-04-19;3905.94;ES;GO;FreteCerto;Truck;entregue;2
2025-04-24;2025-04-24;2003.1;SP;BA;CargaJá;VUC;entregue;0
2025-03-28;2025-03-28;2071.61;ES;MS;TransRápido;Carreta;entregue;0
2025-04-04;2025-04-03;1647.91;RS;MS;CargaJá;Carreta;adiantada;-1
2025-03-07;2025-03-07;3913.68;PE;RJ;FreteCerto;Carreta;entregue;0
2025-03-29;2025-03-29;1478.15;MT;GO;FreteCerto;VUC;entregue;0
2025-03-17;2025-03-17;3299.97;MS;PE;CargaJá;VUC;entregue;0
2025-02-26;2025-02-26;2576.43;SP;PR;FreteCerto;3/4;entregue;0
2025-03-31;2025-03-31;1528.87;PR;SC;LogMais;Carreta;entregue;0
2025-03-31;2025-03-31;2639.25;RS;RJ;LogMais;3/4;entregue;0
2025-02-24;2025-02-27;1105.58;SP;PR;LogMais;3/4;entregue;3
2025-03-11;2025-03-14;3600.77;PE;BA;FreteCerto;Truck;entregue;3
2025-03-24;2025-03-27;2958.34;MT;BA;FreteCerto;VUC;entregue;3
2025-03-08;2025-03-08;2433.29;GO;PE;TransRápido;VUC;entregue;0
2025-04-09;2025-04-09;2346.88;MT;MG;LogMais;Carreta;entregue;0
2025-03-31;2025-04-02;3406.25;SP;MT;LogMais;Carreta;entregue;2
2025-03-18;2025-03-18;1182.9;PR;MT;TransRápido;Truck;entregue;0
2025-03-29;2025-03-28;1291.61;BA;RS;CargaJá;3/4;adiantada;-1
2025-03-01;2025-03-02;3447.35;PR;SP;CargaJá;Truck;entregue;1
2025-04-15;2025-04-15;3315.99;SP;BA;FreteCerto;VUC;entregue;0
2025-03-08;2025-03-10;3650.27;PE;BA;FreteCerto;VUC;entregue;2
2025-04-16;2025-04-16;1251.32;PE;PR;TransRápido;3/4;entregue;0
2025-03-26;2025-03-28;3129.31;SP;MG;FreteCerto;Carreta;entregue;2
2025-03-31;2025-03-31;1441.05;MG;MT;FreteCerto;Truck;entregue;0
2025-04-06;2025-04-05;3875.52;RS;PR;TransRápido;Carreta;adiantada;-1
2025-04-03;2025-04-03;2205.82;RJ;GO;TransRápido;3/4;entregue;0
2025-04-18;2025-04-20;3827.98;BA;ES;LogMais;3/4;entregue;2
2025-04-04;2025-04-07;3861.48;RS;SP;CargaJá;3/4;entregue;3
2025-03-07;2025-03-10;1244.22;PE;PR;TransRápido;Carreta;entregue;3
2025-03-10;2025-03-13;1515.85;SP;MG;CargaJá;Truck;entregue;3
2025-03-14;2025-03-13;1522.59;RS;SC;CargaJá;Truck;adiantada;-1
2025-03-06;2025-03-09;1233.14;GO;MS;CargaJá;VUC;entregue;3
2025-04-23;2025-04-23;2733.3;SC;MT;LogMais;VUC;entregue;0
2025-03-20;2025-03-23;3322.35;SC;MT;TransRápido;Carreta;entregue;3
2025-03-28;2025-03-28;2851.03;MS;PR;TransRápido;Truck;entregue;0
2025-03-29;2025-03-29;3382.09;SC;MG;TransRápido;3/4;entregue;0
2025-04-13;2025-04-13;1976.82;RJ;MS;FreteCerto;3/4;entregue;0
2025-04-17;2025-04-18;2464.64;SP;MS;TransRápido;VUC;entregue;1
2025-04-12;2025-04-12;2379.96;MT;PR;LogMais;VUC;entregue;0
2025-03-17;2025-03-17;3124.96;RJ;SP;LogMais;VUC;entregue;0
2025-03-15;2025-03-18;3014.5;ES;SP;FreteCerto;Carreta;entregue;3
2025-03-11;2025-03-10;1702.88;SP;PR;LogMais;Carreta;adiantada;-1
2025-04-15;2025-04-14;1967.28;PR;ES;FreteCerto;Truck;adiantada;-1
2025-04-21;2025-04-20;807.35;MT;MS;LogMais;VUC;adiantada;-1
2025-04-17;2025-04-18;3834.69;GO;SP;TransRápido;VUC;entregue;1
2025-03-30;2025-03-30;1248.32;MT;SC;FreteCerto;3/4;entregue;0
2025-04-11;2025-04-11;1139.73;MS;RJ;TransRápido;Truck;entregue;0
2025-04-07;2025-04-07;2807.68;PE;GO;LogMais;VUC;entregue;0
2025-02-24;2025-02-24;3624.52;PE;SC;FreteCerto;Truck;entregue;0
2025-03-10;2025-03-10;1118.33;ES;RJ;TransRápido;Carreta;entregue;0
2025-04-03;2025-04-04;3632.55;SP;MS;FreteCerto;VUC;entregue;1
2025-03-04;2025-03-03;3919.8;PE;RS;FreteCerto;VUC;adiantada;-1
2025-04-14;2025-04-15;3542.46;ES;MG;CargaJá;VUC;entregue;1
2025-04-16;2025-04-19;1960.06;PE;RS;FreteCerto;Truck;entregue;3
2025-03-23;2025-03-25;3898.58;ES;BA;FreteCerto;Truck;entregue;2
2025-03-30;2025-03-30;3564.92;GO;BA;CargaJá;Carreta;entregue;0
2025-04-12;2025-04-11;2505.37;RJ;GO;FreteCerto;Carreta;adiantada;-1
2025-04-22;2025-04-22;3982.6;RS;MG;TransRápido;Carreta;entregue;0
2025-04-20;2025-04-22;3006.99;PE;GO;CargaJá;Truck;entregue;2
2025-03-13;2025-03-16;1901.9;MS;RJ;LogMais;VUC;entregue;3
2025-04-01;2025-03-31;2949.15;SP;MS;LogMais;3/4;adiantada;-1
2025-04-14;2025-04-15;3755.72;PR;MT;CargaJá;VUC;entregue;1
2025-04-04;2025-04-07;2610.0;GO;MG;CargaJá;Truck;entregue;3
2025-03-28;2025-03-28;1511.06;MG;PE;FreteCerto;Truck;entregue;0
2025-02-26;2025-02-27;2609.21;PR;SC;TransRápido;Truck;entregue;1
2025-03-08;2025-03-08;1968.52;MG;RJ;TransRápido;VUC;entregue;0
2025-04-19;2025-04-19;2773.49;BA;MT;TransRápido;VUC;entregue;0
2025-04-16;2025-04-18;1954.33;GO;MT;LogMais;Truck;entregue;2
2025-04-03;2025-04-04;2450.22;SP;BA;FreteCerto;3/4;entregue;1
2025-02-28;2025-02-28;1262.14;MG;GO;TransRápido;VUC;entregue;0
2025-03-11;2025-03-13;1577.5;SP;RS;CargaJá;Truck;entregue;2
2025-04-07;2025-04-07;2693.03;ES;GO;CargaJá;VUC;entregue;0
2025-04-23;2025-04-25;2037.41;PE;BA;CargaJá;Carreta;entregue;2
2025-04-18;2025-04-17;1175.8;BA;RS;CargaJá;3/4;adiantada;-1
2025-03-17;2025-03-17;2094.13;ES;GO;FreteCerto;Truck;entregue;0
2025-04-08;2025-04-08;3257.33;ES;SP;LogMais;3/4;entregue;0
2025-03-21;2025-03-23;1699.71;PE;GO;FreteCerto;3/4;entregue;2
2025-03-16;2025-03-15;3470.79;MG;RS;TransRápido;Carreta;adiantada;-1
2025-04-21;2025-04-20;1928.9;SC;SP;LogMais;VUC;adiantada;-1
2025-03-06;2025-03-06;2704.41;MG;PE;FreteCerto;Truck;entregue;0
2025-04-09;2025-04-12;2401.8;MT;PR;TransRápido;VUC;entregue;3
2025-04-20;2025-04-23;3738.82;MT;MG;CargaJá;3/4;entregue;3
2025-03-22;2025-03-22;2715.35;RS;RJ;CargaJá;VUC;entregue;0
2025-03-11;2025-03-11;1505.92;PR;GO;LogMais;3/4;entregue;0
2025-03-19;2025-03-19;2163.74;RJ;MT;TransRápido;3/4;entregue;0
2025-04-06;2025-04-07;1144.63;PE;MG;TransRápido;Truck;entregue;1
2025-03-28;2025-03-31;3624.7;ES;SC;CargaJá;3/4;entregue;3
2025-04-12;2025-04-15;2591.99;ES;PR;FreteCerto;Carreta;entregue;3
2025-04-21;2025-04-21;2295.96;PR;RS;LogMais;Truck;entregue;0
2025-03-03;2025-03-05;1439.12;SC;MG;TransRápido;Truck;entregue;2
2025-02-28;2025-03-03;2280.36;SC;PR;FreteCerto;3/4;entregue;3
2025-04-11;2025-04-11;3780.08;RS;PE;LogMais;VUC;entregue;0
2025-03-27;2025-03-27;1458.89;RJ;SC;CargaJá;Truck;entregue;0
2025-03-13;2025-03-14;2736.9;MT;PR;TransRápido;VUC;entregue;1
2025-04-05;2025-04-05;2452.16;SC;MG;TransRápido;Carreta;entregue;0
2025-04-13;2025-04-15;1109.18;RS;MT;CargaJá;VUC;entregue;2
2025-03-07;2025-03-09;2917.81;MG;GO;TransRápido;Truck;entregue;2
2025-03-11;2025-03-13;1217.23;ES;PR;CargaJá;Carreta;entregue;2
2025-03-14;2025-03-14;1115.36;MG;SP;FreteCerto;3/4;entregue;0
2025-02-24;2025-02-26;1803.59;PE;MS;TransRápido;Carreta;entregue;2
2025-03-16;2025-03-16;1541.33;MS;GO;FreteCerto;Truck;entregue;0
2025-04-03;2025-04-02;2827.13;MT;ES;LogMais;Truck;adiantada;-1
2025-02-25;2025-02-25;2881.04;RS;BA;FreteCerto;3/4;entregue;0
2025-04-05;2025-04-05;2279.05;SP;SC;FreteCerto;Truck;entregue;0
2025-04-03;2025-04-03;3835.47;GO;SC;TransRápido;Carreta;entregue;0
2025-04-17;2025-04-17;3529.31;SC;SP;FreteCerto;VUC;entregue;0
2025-03-01;2025-03-01;2107.58;PR;MT;TransRápido;Carreta;entregue;0
2025-04-23;2025-04-25;3267.28;BA;RJ;FreteCerto;Truck;entregue;2
2025-03-07;2025-03-10;1697.84;PE;SP;CargaJá;VUC;entregue;3
2025-03-22;2025-03-22;1638.5;SP;MS;TransRápido;Truck;entregue;0
2025-04-16;2025-04-19;2756.75;GO;SP;LogMais;VUC;entregue;3
2025-03-02;2025-03-02;3855.03;GO;MG;LogMais;Truck;entregue;0
2025-03-06;2025-03-05;1558.09;ES;PE;TransRápido;3/4;adiantada;-1
2025-03-21;2025-03-23;2323.74;ES;MT;FreteCerto;Truck;entregue;2
2025-03-18;2025-03-19;3226.39;BA;PE;TransRápido;Carreta;entregue;1
2025-04-04;2025-04-07;3710.32;BA;MG;FreteCerto;3/4;entregue;3
2025-03-28;2025-03-29;1597.86;GO;PR;FreteCerto;Truck;entregue;1
2025-03-28;2025-03-30;3250.49;PE;RS;TransRápido;VUC;entregue;2
2025-04-18;2025-04-18;2052.46;SP;GO;LogMais;VUC;entregue;0
2025-03-15;2025-03-15;3543.77;MG;ES;TransRápido;VUC;entregue;0
2025-03-12;2025-03-12;1378.23;BA;RJ;TransRápido;Carreta;entregue;0
2025-04-22;2025-04-22;3293.63;MT;SC;TransRápido;3/4;entregue;0
2025-03-27;2025-03-27;2443.82;BA;SC;CargaJá;VUC;entregue;0
2025-03-03;2025-03-04;3337.83;MS;SP;FreteCerto;Truck;entregue;1
2025-03-10;2025-03-10;3800.23;MT;PE;FreteCerto;VUC;entregue;0
2025-04-15;2025-04-15;2737.49;RS;SC;FreteCerto;Carreta;entregue;0
2025-04-23;2025-04-24;2952.12;BA;MT;TransRápido;3/4;entregue;1
2025-04-11;2025-04-12;1871.85;RJ;MT;FreteCerto;Truck;entregue;1
2025-03-26;2025-03-25;3547.18;MT;RS;CargaJá;Carreta;adiantada;-1
2025-04-04;2025-04-04;2880.16;MG;RJ;FreteCerto;VUC;entregue;0
2025-04-05;2025-04-06;3072.25;MG;MS;CargaJá;3/4;entregue;1
2025-03-18;2025-03-17;2869.29;PR;RJ;FreteCerto;Carreta;adiantada;-1
2025-04-03;2025-04-03;2205.16;GO;BA;TransRápido;3/4;entregue;0
2025-03-14;2025-03-16;3654.65;ES;MT;LogMais;Truck;entregue;2
2025-03-17;2025-03-20;2152.1;ES;GO;TransRápido;VUC;entregue;3
2025-03-02;2025-03-05;1638.94;SP;MT;LogMais;Carreta;entregue;3
2025-02-25;2025-02-25;2353.97;GO;MT;LogMais;Carreta;entregue;0
2025-04-02;2025-04-03;980.73;PR;SP;TransRápido;VUC;entregue;1
2025-04-14;2025-04-14;3037.3;RS;MG;TransRápido;VUC;entregue;0
2025-04-14;2025-04-14;3227.51;RJ;PR;FreteCerto;Truck;entregue;0
2025-03-23;2025-03-23;1564.75;RS;SP;FreteCerto;VUC;entregue;0
2025-03-09;2025-03-10;2342.94;SP;PE;LogMais;3/4;entregue;1
2025-03-06;2025-03-06;3978.22;SP;PR;CargaJá;3/4;entregue;0
2025-03-21;2025-03-20;1591.19;ES;PR;TransRápido;Carreta;adiantada;-1
2025-03-16;2025-03-15;3188.36;MT;SC;CargaJá;3/4;adiantada;-1
2025-04-01;2025-04-03;1118.39;MT;ES;TransRápido;3/4;entregue;2
2025-03-07;2025-03-07;2295.16;RJ;GO;LogMais;3/4;entregue;0
2025-04-07;2025-04-09;2174.09;ES;SP;FreteCerto;3/4;entregue;2
2025-03-24;2025-03-24;2668.71;SP;RS;TransRápido;Truck;entregue;0
2025-03-29;2025-03-28;3066.3;RS;MT;LogMais;3/4;adiantada;-1
2025-04-07;2025-04-07;3212.01;SP;ES;TransRápido;Carreta;entregue;0
2025-03-20;2025-03-20;3823.41;PR;MS;LogMais;Carreta;entregue;0
2025-03-01;2025-02-28;2084.26;RS;MG;FreteCerto;Carreta;adiantada;-1
2025-04-06;2025-04-06;1540.82;BA;SC;CargaJá;Carreta;entregue;0
2025-04-11;2025-04-11;1818.07;SP;MS;TransRápido;Carreta;entregue;0
2025-03-16;2025-03-15;1299.33;SP;MT;LogMais;VUC;adiantada;-1
2025-03-13;2025-03-13;1662.07;MS;MT;LogMais;3/4;entregue;0
2025-04-16;2025-04-19;3881.51;ES;BA;FreteCerto;3/4;entregue;3
2025-04-10;2025-04-10;1661.6;MT;MS;TransRápido;Truck;entregue;0
2025-04-09;2025-04-08;3135.06;MG;SC;CargaJá;VUC;adiantada;-1
2025-03-14;2025-03-14;2313.19;ES;SC;TransRápido;3/4;entregue;0
2025-03-11;2025-03-13;1726.48;PR;MS;FreteCerto;3/4;entregue;2
2025-03-14;2025-03-15;2763.18;MS;RS;TransRápido;Carreta;entregue;1
2025-04-08;2025-04-11;2988.29;RS;MT;FreteCerto;3/4;entregue;3
2025-03-01;2025-02-28;1270.51;MG;SP;LogMais;Truck;adiantada;-1
2025-04-07;2025-04-08;1458.44;ES;GO;CargaJá;Carreta;entregue;1
2025-03-11;2025-03-10;2168.97;PE;ES;TransRápido;Truck;adiantada;-1
2025-04-01;2025-04-04;2365.03;SP;GO;LogMais;VUC;entregue;3
2025-04-20;2025-04-20;1722.68;MS;BA;FreteCerto;Carreta;entregue;0
2025-03-22;2025-03-22;2036.59;PE;RS;CargaJá;Carreta;entregue;0
2025-04-20;2025-04-19;3057.67;GO;PE;TransRápido;3/4;adiantada;-1
2025-03-13;2025-03-13;3596.69;GO;SP;CargaJá;Truck;entregue;0
2025-02-27;2025-02-28;3680.86;GO;MG;FreteCerto;Carreta;entregue;1
2025-03-15;2025-03-16;3412.69;ES;BA;TransRápido;Carreta;entregue;1
2025-03-25;2025-03-26;3891.3;RS;MG;LogMais;Truck;entregue;1
2025-03-18;2025-03-19;2361.85;BA;ES;FreteCerto;Carreta;entregue;1
2025-03-03;2025-03-02;3620.78;MG;MS;LogMais;Truck;adiantada;-1
2025-04-20;2025-04-20;2843.01;SC;MT;FreteCerto;3/4;entregue;0
2025-03-23;2025-03-25;886.23;RJ;PE;FreteCerto;Carreta;entregue;2
2025-03-17;2025-03-19;2721.92;RJ;MG;TransRápido;Truck;entregue;2
2025-03-25;2025-03-26;1834.03;SC;PR;CargaJá;3/4;entregue;1
2025-03-10;2025-03-10;1286.08;MS;SC;CargaJá;Truck;entregue;0
2025-03-10;2025-03-10;2285.94;ES;SC;CargaJá;VUC;entregue;0
2025-03-29;2025-03-28;1124.95;RJ;MG;CargaJá;Truck;adiantada;-1
2025-03-11;2025-03-11;1128.12;RS;PR;TransRápido;Carreta;entregue;0
2025-04-23;2025-04-23;1698.97;PE;MG;CargaJá;Carreta;entregue;0
2025-04-02;2025-04-01;1859.41;GO;PR;TransRápido;VUC;adiantada;-1
2025-04-01;2025-04-02;3059.5;SP;GO;LogMais;Truck;entregue;1
2025-03-11;2025-03-14;1021.32;MT;BA;FreteCerto;Carreta;entregue;3
2025-03-26;2025-03-25;3385.3;MS;RS;FreteCerto;Carreta;adiantada;-1
2025-04-13;2025-04-13;2688.43;SC;MG;CargaJá;Truck;entregue;0
2025-03-20;2025-03-20;2011.83;SP;RS;LogMais;VUC;entregue;0
2025-04-07;2025-04-07;3241.78;GO;ES;CargaJá;VUC;entregue;0
2025-03-02;2025-03-03;1102.95;MS;SP;CargaJá;Truck;entregue;1
2025-03-17;2025-03-16;1911.86;RJ;SC;FreteCerto;Carreta;adiantada;-1
2025-04-05;2025-04-04;3898.05;RJ;RS;FreteCerto;3/4;adiantada;-1
2025-04-06;2025-04-08;1694.27;BA;MG;FreteCerto;3/4;entregue;2
2025-02-25;2025-02-25;3819.03;MG;RJ;CargaJá;Truck;entregue;0
2025-02-24;2025-02-25;920.81;BA;ES;FreteCerto;Carreta;entregue;1
2025-04-22;2025-04-22;2239.45;PE;MT;CargaJá;Truck;entregue;0
2025-03-28;2025-03-28;1178.33;GO;MT;TransRápido;VUC;entregue;0
2025-02-25;2025-02-25;1114.34;MT;ES;TransRápido;3/4;entregue;0
2025-03-21;2025-03-22;2188.65;GO;ES;CargaJá;3/4;entregue;1
2025-03-07;2025-03-07;2328.55;MS;BA;CargaJá;3/4;entregue;0
2025-02-28;2025-03-01;2163.42;SC;PR;FreteCerto;Carreta;entregue;1
2025-03-30;2025-03-31;3046.47;GO;MT;CargaJá;3/4;entregue;1
2025-03-28;2025-03-28;3339.31;SC;MS;CargaJá;Truck;entregue;0
2025-04-09;2025-04-09;3426.9;RJ;PE;CargaJá;3/4;entregue;0
2025-02-26;2025-02-28;3600.63;BA;GO;TransRápido;3/4;entregue;2
2025-02-26;2025-02-25;2707.38;RJ;BA;FreteCerto;Carreta;adiantada;-1
2025-03-19;2025-03-19;3043.84;ES;MS;CargaJá;Carreta;entregue;0
2025-04-21;2025-04-24;3927.73;ES;MS;TransRápido;3/4;entregue;3
2025-03-12;2025-03-15;1986.12;SC;MT;TransRápido;Carreta;entregue;3
2025-02-26;2025-03-01;2215.21;ES;RS;LogMais;3/4;entregue;3
2025-04-12;2025-04-12;3875.68;MS;PE;CargaJá;Truck;entregue;0
2025-03-24;2025-03-25;3204.99;SP;MS;TransRápido;3/4;entregue;1
2025-03-19;2025-03-22;3887.17;MG;PE;LogMais;3/4;entregue;3
2025-04-10;2025-04-10;2203.13;MS;PE;TransRápido;VUC;entregue;0
2025-04-12;2025-04-11;2091.35;MS;ES;CargaJá;3/4;adiantada;-1
2025-03-25;2025-03-25;3838.08;MS;RS;LogMais;Truck;entregue;0
2025-02-25;2025-02-26;1134.17;GO;MS;TransRápido;Truck;entregue;1
2025-03-12;2025-03-12;2485.63;RJ;PE;LogMais;Carreta;entregue;0
2025-03-19;2025-03-19;1597.89;MG;SP;CargaJá;Carreta;entregue;0
2025-04-14;2025-04-13;3203.89;MS;RJ;TransRápido;Truck;adiantada;-1
2025-03-04;2025-03-03;3974.29;MT;PR;LogMais;3/4;adiantada;-1
2025-03-20;2025-03-21;3666.09;PR;BA;CargaJá;Truck;entregue;1
2025-03-31;2025-03-31;2126.87;MG;SC;LogMais;3/4;entregue;0
2025-04-06;2025-04-09;1706.79;RJ;SP;FreteCerto;Truck;entregue;3
2025-04-02;2025-04-02;826.59;RS;MG;TransRápido;VUC;entregue;0
2025-03-03;2025-03-04;2483.31;PE;PR;TransRápido;Truck;entregue;1
2025-03-15;2025-03-15;2242.83;BA;MT;TransRápido;Carreta;entregue;0
2025-03-17;2025-03-17;2640.65;RJ;MS;FreteCerto;Truck;entregue;0
2025-03-31;2025-04-03;1216.85;PE;GO;TransRápido;VUC;entregue;3
2025-03-30;2025-04-02;3450.68;MT;SP;LogMais;Carreta;entregue;3
2025-03-19;2025-03-19;2526.46;RJ;ES;CargaJá;Truck;entregue;0
2025-03-28;2025-03-28;3594.38;MG;PE;TransRápido;Carreta;entregue;0
2025-03-17;2025-03-17;1416.58;MS;MG;TransRápido;Carreta;entregue;0
2025-03-29;2025-04-01;3814.94;RJ;ES;LogMais;3/4;entregue;3
2025-03-09;2025-03-11;3007.04;SC;MG;LogMais;VUC;entregue;2
2025-03-30;2025-03-30;3246.96;RS;ES;FreteCerto;Truck;entregue;0
2025-02-27;2025-02-26;3095.72;GO;MT;CargaJá;3/4;adiantada;-1
2025-03-16;2025-03-19;2825.12;RS;MG;LogMais;3/4;entregue;3
2025-03-16;2025-03-16;3305.11;MG;ES;CargaJá;VUC;entregue;0
2025-04-18;2025-04-18;3753.81;MG;GO;CargaJá;Carreta;entregue;0
2025-04-24;2025-04-23;1355.73;PE;PR;FreteCerto;Truck;adiantada;-1
2025-03-05;2025-03-07;2785.62;ES;SP;LogMais;Carreta;entregue;2
2025-03-16;2025-03-16;3034.84;MT;PR;LogMais;Carreta;entregue;0
2025-04-12;2025-04-11;2443.48;MS;ES;LogMais;Carreta;adiantada;-1
2025-03-04;2025-03-03;2885.48;RJ;MS;TransRápido;VUC;adiantada;-1
2025-03-12;2025-03-15;2731.44;RJ;MG;FreteCerto;3/4;entregue;3
2025-04-05;2025-04-05;2164.35;PR;BA;TransRápido;Truck;entregue;0
2025-04-16;2025-04-16;1936.25;RS;MT;LogMais;Truck;entregue;0
2025-04-16;2025-04-16;3599.3;GO;RJ;CargaJá;3/4;entregue;0
2025-04-17;2025-04-16;1234.03;SC;PE;LogMais;Carreta;adiantada;-1
2025-03-03;2025-03-02;3008.61;MT;SC;CargaJá;VUC;adiantada;-1
2025-03-15;2025-03-15;1890.02;MT;BA;CargaJá;Carreta;entregue;0
2025-02-27;2025-02-28;1556.93;SP;RJ;FreteCerto;3/4;entregue;1
2025-03-12;2025-03-12;1794.37;PR;MS;FreteCerto;Carreta;entregue;0
2025-03-08;2025-03-08;1574.78;ES;SC;CargaJá;Carreta;entregue;0
2025-04-08;2025-04-08;2315.56;GO;SC;LogMais;3/4;entregue;0
2025-03-29;2025-04-01;2496.43;PR;BA;LogMais;VUC;entregue;3
2025-04-06;2025-04-06;2010.35;MS;PE;LogMais;Carreta;entregue;0
2025-03-01;2025-03-02;1982.56;PE;MT;FreteCerto;VUC;entregue;1
2025-03-03;2025-03-04;3185.23;MS;RJ;TransRápido;Carreta;entregue;1
2025-02-28;2025-02-28;1203.3;SP;RJ;LogMais;Truck;entregue;0
2025-03-25;2025-03-25;3342.05;PE;MS;TransRápido;3/4;entregue;0
